id_municipio,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss,id_municipio_6,id_municipio_tse,id_municipio_rf,id_municipio_bcb,nome,capital_uf,id_comarca,id_regiao_saude,nome_regiao_saude,id_regiao_imediata,nome_regiao_imediata,id_regiao_intermediaria,nome_regiao_intermediaria,id_microrregiao,nome_microrregiao,id_mesorregiao,nome_mesorregiao,id_regiao_metropolitana,nome_regiao_metropolitana,ddd,id_uf,sigla_uf.x,nome_uf,nome_regiao,amazonia_legal,centroide,sigla_uf.y,sigla_uf_nome,id_municipio_nome,populacao,pib_per_capita
2412203,2002,108165,9457,98708,9039,21933,26819,40917,241220,18414,1841,23276,São José de Mipibu,0,2412203,24001,1ª Região de Saúde - São José de Mipibu,240001,Natal,2401,Natal,24017,Macaíba,2404,Leste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.2895198768089 -6.06400597025943),RN,Rio Grande do Norte,São José de Mipibu,36335,2.9768817944131003
2412559,2002,16070,555,15515,1887,767,2877,9984,241255,16063,430,56418,São Miguel do Gostoso,0,2414407,24003,3ª Região de Saúde - João Câmara,240001,Natal,2401,Natal,24016,Litoral Nordeste,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.7404243202215 -5.18275160953576),RN,Rio Grande do Norte,São Miguel do Gostoso,7949,2.0216379418794816
2414001,2002,25465,1425,24040,2758,2502,4599,14180,241400,18775,1877,23214,Tangará,0,2414001,24005,5ª Região de Saúde - Santa Cruz,240004,Santa Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.8332059218485 -6.21248891759296),RN,Rio Grande do Norte,Tangará,12519,2.034108155603483
2414100,2002,15748,674,15073,1993,707,2767,9606,241410,18791,1879,2510,Tenente Ananias,0,2407302,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.1639528553956 -6.4405151907114),RN,Rio Grande do Norte,Tenente Ananias,8737,1.80244935332494
2414605,2002,59759,1483,58276,3302,32388,9200,13386,241460,18899,1889,9197,Upanema,0,2414605,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24003,Médio Oeste,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.2920929791107 -5.61012897807036),RN,Rio Grande do Norte,Upanema,11485,5.203221593382673
2402303,2002,76097,3405,72692,7272,26039,17827,21553,240230,16454,1645,14773,Caraúbas,0,2402303,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24002,Chapada do Apodi,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.5838127037282 -5.76731444947157),RN,Rio Grande do Norte,Caraúbas,18507,4.111795536823904
2413607,2002,28206,816,27391,1888,9898,4305,11299,241360,18694,1869,15844,Severiano Melo,0,2401008,24006,6ª Região de Saúde - Pau dos Ferros,240009,Mossoró,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.9727887693708 -5.76927394086012),RN,Rio Grande do Norte,Severiano Melo,10617,2.656682678722803
2411205,2002,71043,4004,67039,3227,6547,23575,33691,241120,18236,1823,1009,Santa Cruz,0,2411205,24005,5ª Região de Saúde - Santa Cruz,240004,Santa Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.0064779344531 -6.24823452752104),RN,Rio Grande do Norte,Santa Cruz,31849,2.230619485698138
2414308,2002,5286,164,5122,841,255,1094,2932,241430,18830,1883,34241,Timbaúba dos Batistas,0,2402006,24004,4ª Região de Saúde - Caicó,240007,Caicó,2402,Caicó,24011,Seridó Ocidental,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.2472268040075 -6.47774628597516),RN,Rio Grande do Norte,Timbaúba dos Batistas,2242,2.35771632471008
2405306,2003,23017,1839,21179,3450,965,6759,10005,240530,17035,1703,58265,Boa Saúde,0,2414001,24005,5ª Região de Saúde - Santa Cruz,240002,Santo Antônio - Passa e Fica - Nova Cruz,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.6063782463419 -6.15252081109751),RN,Rio Grande do Norte,Boa Saúde,8004,2.875687156421789
2406007,2003,12487,352,12135,1852,393,2471,7420,240600,17175,1717,6293,José da Penha,0,2407005,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.2830458635433 -6.34056865928141),RN,Rio Grande do Norte,José da Penha,6024,2.072875166002656
2411403,2003,38967,2747,36220,4005,1068,12207,18940,241140,18279,1827,6798,Santana do Matos,0,2411403,24004,4ª Região de Saúde - Caicó,240011,Açu,2403,Mossoró,24010,Serra de Santana,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.6347300370021 -5.90383665419451),RN,Rio Grande do Norte,Santana do Matos,16472,2.3656508013598834
2401305,2003,21397,644,20753,3621,719,4916,11498,240130,16250,1625,36263,Campo Grande,0,2401305,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24003,Médio Oeste,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.3246161621038 -5.88110269149562),RN,Rio Grande do Norte,Campo Grande,9059,2.3619604812893256
2402600,2003,174841,12414,162427,15594,9180,58132,79521,240260,16519,1651,7993,Ceará-Mirim,0,2402600,24003,3ª Região de Saúde - João Câmara,240001,Natal,2401,Natal,24017,Macaíba,2404,Leste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.3952915894722 -5.59549410332643),RN,Rio Grande do Norte,Ceará-Mirim,65587,2.6657874273865247
2408003,2003,1737995,193774,1544222,47303,624062,593387,279469,240800,17590,1759,26314,Mossoró,0,2408003,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24001,Mossoró,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.3255089008975 -5.17582092977515),RN,Rio Grande do Norte,Mossoró,220487,7.882528221618508
2408953,2003,22801,534,22267,5406,919,4272,11671,240895,16268,422,56391,Rio do Fogo,0,2402600,24003,3ª Região de Saúde - João Câmara,240001,Natal,2401,Natal,24016,Litoral Nordeste,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.400035377346 -5.37757459103716),RN,Rio Grande do Norte,Rio do Fogo,9730,2.343371017471737
2415008,2003,8318,376,7942,2136,865,1395,3547,241500,18996,1899,29672,Vila Flor,0,2402204,24001,1ª Região de Saúde - São José de Mipibu,240003,Canguaretama,2401,Natal,24019,Litoral Sul,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.0871237441321 -6.3029663414766),RN,Rio Grande do Norte,Vila Flor,2599,3.2004617160446327
2402105,2003,19861,569,19291,3594,1757,2993,10948,240210,16411,1641,10337,Campo Redondo,0,2411205,24005,5ª Região de Saúde - Santa Cruz,240004,Santa Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.20888976494 -6.23784458036556),RN,Rio Grande do Norte,Campo Redondo,9155,2.169415619879847
2403756,2003,5788,149,5639,362,319,1227,3730,240375,16144,416,56353,Fernando Pedroza,0,2400802,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24009,Angicos,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.3921240904151 -5.7604772139853),RN,Rio Grande do Norte,Fernando Pedroza,2606,2.2210283960092094
2414506,2003,30610,1978,28632,1400,4802,8827,13603,241450,18872,1887,3313,Umarizal,0,2414506,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24007,Umarizal,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.8325765612626 -5.99188288628407),RN,Rio Grande do Norte,Umarizal,11094,2.759149089597981
2400901,2003,12753,365,12388,1537,393,2456,8002,240090,16179,1617,25755,Antônio Martins,0,2407401,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24007,Umarizal,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.9248423396067 -6.21967509899106),RN,Rio Grande do Norte,Antônio Martins,6508,1.9595881991395205
2401206,2003,68668,9959,58709,14635,16321,10747,17006,240120,16233,1623,17842,Arês,0,2401206,24001,1ª Região de Saúde - São José de Mipibu,240003,Canguaretama,2401,Natal,24019,Litoral Sul,2404,Leste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.208123139344 -6.19356717212026),RN,Rio Grande do Norte,Arês,11379,6.034625186747517
2404853,2003,16650,755,15895,1126,2834,3270,8664,240485,16080,418,56360,Itajá,0,2404705,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24004,Vale do Açu,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.8080517653097 -5.69001234333436),RN,Rio Grande do Norte,Itajá,6708,2.4821109123434706
2412807,2003,18332,498,17834,3794,688,3543,9809,241280,18538,1853,36768,São Rafael,0,2412807,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24004,Vale do Açu,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.8785291160265 -5.8373768304288),RN,Rio Grande do Norte,São Rafael,8311,2.2057514137889545
2409902,2003,89443,3496,85947,10337,45760,14694,15156,240990,17973,1797,16207,Pendências,0,2409902,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24004,Vale do Açu,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.6240145188251 -5.29291143576791),RN,Rio Grande do Norte,Pendências,11508,7.772245394508168
2410702,2003,5877,155,5721,728,237,1159,3597,241070,18112,1811,8325,Riacho da Cruz,0,2410207,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.966459854184 -5.92350489621577),RN,Rio Grande do Norte,Riacho da Cruz,2701,2.1758607922991486
2412104,2003,14550,614,13937,2307,470,3315,7844,241210,18392,1839,36555,São João do Sabugi,0,2412104,24004,4ª Região de Saúde - Caicó,240007,Caicó,2402,Caicó,24011,Seridó Ocidental,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.1885498640257 -6.69042015673735),RN,Rio Grande do Norte,São João do Sabugi,5764,2.524288688410826
2405801,2003,75842,4501,71341,7128,4992,24601,34619,240580,17132,1713,39394,João Câmara,0,2405801,24003,3ª Região de Saúde - João Câmara,240005,João Câmara,2401,Natal,24013,Baixa Verde,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.8739834200468 -5.47539835843996),RN,Rio Grande do Norte,João Câmara,30294,2.5035320525516602
2406304,2003,15737,596,15142,3694,580,2373,8495,240630,17256,1725,10698,Lagoa de Pedras,0,2411502,24001,1ª Região de Saúde - São José de Mipibu,240002,Santo Antônio - Passa e Fica - Nova Cruz,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.4506079679705 -6.19242621758201),RN,Rio Grande do Norte,Lagoa de Pedras,6810,2.3108663729809105
2411205,2003,77286,4401,72885,5724,5972,25049,36140,241120,18236,1823,1009,Santa Cruz,0,2411205,24005,5ª Região de Saúde - Santa Cruz,240004,Santa Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.0064779344531 -6.24823452752104),RN,Rio Grande do Norte,Santa Cruz,32107,2.4071386302052513
2413607,2003,25721,927,24794,2704,5579,4243,12269,241360,18694,1869,15844,Severiano Melo,0,2401008,24006,6ª Região de Saúde - Pau dos Ferros,240009,Mossoró,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.9727887693708 -5.76927394086012),RN,Rio Grande do Norte,Severiano Melo,10635,2.4185237423601316
2414308,2003,5645,140,5505,948,191,1158,3208,241430,18830,1883,34241,Timbaúba dos Batistas,0,2402006,24004,4ª Região de Saúde - Caicó,240007,Caicó,2402,Caicó,24011,Seridó Ocidental,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.2472268040075 -6.47774628597516),RN,Rio Grande do Norte,Timbaúba dos Batistas,2267,2.49007498897221
2403806,2003,19039,594,18445,2404,882,4555,10604,240380,16756,1675,34526,Florânia,0,2403806,24004,4ª Região de Saúde - Caicó,240008,Currais Novos,2402,Caicó,24010,Serra de Santana,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.8188346427724 -6.17042189592853),RN,Rio Grande do Norte,Florânia,8958,2.1253628041973656
2408102,2003,5162219,813799,4348420,14755,615552,2781832,936281,240810,17612,1761,7735,Natal,1,2408102,24007,7ª Região de Saúde - Metropolitana,240001,Natal,2401,Natal,24018,Natal,2404,Leste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.2287967247605 -5.80328556982982),RN,Rio Grande do Norte,Natal,744794,6.931069530635317
2400802,2003,32339,2772,29567,2059,4455,8678,14375,240080,16152,1615,8648,Angicos,0,2400802,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24009,Angicos,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.5571381847766 -5.64625312919976),RN,Rio Grande do Norte,Angicos,11608,2.78592350103377
2401701,2003,20479,633,19846,3524,852,4057,11413,240170,16330,1633,3746,Bom Jesus,0,2407104,24005,5ª Região de Saúde - Santa Cruz,240001,Natal,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.5907945182619 -6.00081552385752),RN,Rio Grande do Norte,Bom Jesus,9043,2.2646245714917614
2404002,2003,10118,251,9867,1076,593,2083,6114,240400,17515,1751,40077,Frutuoso Gomes,0,2400604,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24007,Umarizal,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.8389917291876 -6.16114427589252),RN,Rio Grande do Norte,Frutuoso Gomes,4561,2.218373163779873
2404705,2003,47810,2130,45680,19029,3822,7694,15134,240470,16918,1691,30915,Ipanguaçu,0,2404705,24008,8ª Região de Saúde - Açu,240011,Açu,2403,Mossoró,24004,Vale do Açu,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.8026382056509 -5.5381615544829),RN,Rio Grande do Norte,Ipanguaçu,12128,3.9421174142480213
2410900,2003,13239,515,12724,1938,800,2450,7536,241090,18155,1815,11989,Riachuelo,0,2412609,24003,3ª Região de Saúde - João Câmara,240006,São Paulo do Potengi,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.84959081479 -5.79843972144509),RN,Rio Grande do Norte,Riachuelo,5743,2.3052411631551455
2413102,2003,12674,375,12299,2302,684,1926,7387,241310,18597,1859,20293,Senador Elói de Souza,0,2414001,24005,5ª Região de Saúde - Santa Cruz,240006,São Paulo do Potengi,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.6797216179004 -6.04572777796679),RN,Rio Grande do Norte,Senador Elói de Souza,5249,2.4145551533625453
2414100,2003,16676,661,16015,2516,584,3089,9825,241410,18791,1879,2510,Tenente Ananias,0,2407302,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.1639528553956 -6.4405151907114),RN,Rio Grande do Norte,Tenente Ananias,8674,1.922527092460226
2414605,2003,59436,1524,57912,4851,28397,9351,15313,241460,18899,1889,9197,Upanema,0,2414605,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24003,Médio Oeste,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.2920929791107 -5.61012897807036),RN,Rio Grande do Norte,Upanema,11715,5.073495518565941
2413201,2003,21803,786,21016,13262,433,2058,5264,241320,18619,1861,7962,Senador Georgino Avelino,0,2401206,24001,1ª Região de Saúde - São José de Mipibu,240001,Natal,2401,Natal,24019,Litoral Sul,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.1216311213547 -6.15793469687669),RN,Rio Grande do Norte,Senador Georgino Avelino,3499,6.231208916833381
2414803,2003,24325,757,23568,5781,1437,4957,11393,241480,18953,1895,20334,Vera Cruz,0,2407807,24001,1ª Região de Saúde - São José de Mipibu,240001,Natal,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.4357120760567 -6.03715324863239),RN,Rio Grande do Norte,Vera Cruz,8692,2.798550391164289
2401107,2003,408890,13143,395747,4296,273494,83682,34275,240110,16217,1621,31134,Areia Branca,0,2401107,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24001,Mossoró,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.0384518506358 -5.00148320172526),RN,Rio Grande do Norte,Areia Branca,22935,17.82821015914541
2404903,2003,13570,411,13158,2788,493,2878,6998,240490,16950,1695,35941,Itaú,0,2401008,24006,6ª Região de Saúde - Pau dos Ferros,240009,Mossoró,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.9164681578419 -5.81844733629949),RN,Rio Grande do Norte,Itaú,5385,2.519962859795729
2411106,2003,8601,200,8401,1033,292,1423,5653,241110,18198,1819,18281,Ruy Barbosa,0,2412906,24005,5ª Região de Saúde - Santa Cruz,240006,São Paulo do Potengi,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.9405237123008 -5.85679389244351),RN,Rio Grande do Norte,Ruy Barbosa,3804,2.2610410094637223
2413300,2003,9670,262,9408,1689,262,1481,5976,241330,18635,1863,24718,Serra de São Bento,0,2412302,24001,1ª Região de Saúde - São José de Mipibu,240002,Santo Antônio - Passa e Fica - Nova Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.718817481649 -6.42873669799907),RN,Rio Grande do Norte,Serra de São Bento,5739,1.6849625370273567
2400307,2003,22245,555,21690,2672,1827,4396,12795,240030,16055,1605,11855,Afonso Bezerra,0,2400307,24003,3ª Região de Saúde - João Câmara,240011,Açu,2403,Mossoró,24009,Angicos,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.5999474907858 -5.47140797385899),RN,Rio Grande do Norte,Afonso Bezerra,10908,2.0393289328932895
2401859,2003,15568,413,15155,4939,417,2644,7155,240185,16047,414,56346,Caiçara do Norte,0,2411601,24003,3ª Região de Saúde - João Câmara,240005,João Câmara,2401,Natal,24008,Macau,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.0835917546194 -5.17528344930629),RN,Rio Grande do Norte,Caiçara do Norte,5865,2.654390451832907
2403509,2003,19681,750,18932,2082,913,4021,11916,240350,16691,1669,4374,Espírito Santo,0,2404200,24001,1ª Região de Saúde - São José de Mipibu,240003,Canguaretama,2401,Natal,24019,Litoral Sul,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.3044725694017 -6.30554906947961),RN,Rio Grande do Norte,Espírito Santo,10898,1.8059276931547072
2411908,2003,7780,239,7541,747,353,1659,4782,241190,18210,1821,31938,São Francisco do Oeste,0,2409407,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.1838297309019 -5.98527317110442),RN,Rio Grande do Norte,São Francisco do Oeste,3691,2.1078298564074776
2400505,2003,30660,861,29799,2801,1091,9789,16118,240050,16098,1609,16805,Alexandria,0,2400505,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.98923967203 -6.36442249943134),RN,Rio Grande do Norte,Alexandria,13523,2.267248391629076
2404408,2003,80373,3617,76756,2159,49101,15269,10227,240440,16853,1685,9276,Grossos,0,2401107,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24001,Mossoró,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.2095963465412 -4.94749248540372),RN,Rio Grande do Norte,Grossos,8546,9.40475076058975
2404606,2003,23672,813,22859,4860,1425,3531,13043,240460,16896,1689,11532,Ielmo Marinho,0,2407104,24003,3ª Região de Saúde - João Câmara,240001,Natal,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,1701,Região Metropolitana de Natal,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.5503561610339 -5.78409539072542),RN,Rio Grande do Norte,Ielmo Marinho,10601,2.232996887086124
2413706,2003,10616,307,10308,1798,272,1741,6498,241370,18716,1871,34210,Sítio Novo,0,2414001,24005,5ª Região de Saúde - Santa Cruz,240004,Santa Cruz,2401,Natal,24014,Borborema Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.9272621648074 -6.08797857889936),RN,Rio Grande do Norte,Sítio Novo,4401,2.41217905021586
2413805,2003,6209,272,5937,1031,218,1406,3282,241380,18732,1873,18827,Taboleiro Grande,0,2410207,24006,6ª Região de Saúde - Pau dos Ferros,240010,Pau dos Ferros,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.0512866235704 -5.93583052271556),RN,Rio Grande do Norte,Taboleiro Grande,2016,3.079861111111111
2401453,2003,147515,15746,131769,75033,6469,21607,28661,240145,30031,3003,41344,Baraúna,0,2401453,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24001,Mossoró,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.6182832765763 -5.09273902450852),RN,Rio Grande do Norte,Baraúna,19985,7.381285964473355
2402006,2003,210545,22242,188303,8770,15331,97441,66760,240200,16390,1639,32377,Caicó,0,2402006,24004,4ª Região de Saúde - Caicó,240007,Caicó,2402,Caicó,24011,Seridó Ocidental,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.0379647642379 -6.46764974038283),RN,Rio Grande do Norte,Caicó,58962,3.5708591974492045
2403004,2003,22517,1087,21429,4236,1859,4685,10650,240300,16594,1659,17794,Cruzeta,0,2403004,24004,4ª Região de Saúde - Caicó,240007,Caicó,2402,Caicó,24012,Seridó Oriental,2402,Central Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-36.8249469884261 -6.35591395532518),RN,Rio Grande do Norte,Cruzeta,8219,2.7396276919333253
2409803,2003,27086,719,26366,2999,1171,5121,17075,240980,17957,1795,29445,Pedro Velho,0,2409803,24001,1ª Região de Saúde - São José de Mipibu,240003,Canguaretama,2401,Natal,24019,Litoral Sul,2404,Leste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.2245695175146 -6.46517228889666),RN,Rio Grande do Norte,Pedro Velho,13753,1.9694612084636078
2408300,2003,90216,7847,82369,6053,5067,31725,39523,240830,17655,1765,22040,Nova Cruz,0,2408300,24001,1ª Região de Saúde - São José de Mipibu,240002,Santo Antônio - Passa e Fica - Nova Cruz,2401,Natal,24015,Agreste Potiguar,2403,Agreste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-35.4289338413509 -6.44864247096981),RN,Rio Grande do Norte,Nova Cruz,34999,2.577673647818509
2413359,2003,34834,1230,33604,5781,11050,5863,10910,241335,16020,1927,44255,Serra do Mel,0,2408003,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24001,Mossoró,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.0249620574352 -5.17217685646753),RN,Rio Grande do Norte,Serra do Mel,8305,4.194340758579169
2402303,2003,83189,3863,79325,10687,24365,20871,23402,240230,16454,1645,14773,Caraúbas,0,2402303,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24002,Chapada do Apodi,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.5838127037282 -5.76731444947157),RN,Rio Grande do Norte,Caraúbas,18367,4.529264441661676
2405207,2003,12679,522,12157,1201,871,2400,7685,240520,17019,1701,23379,Janduís,0,2405207,24002,2ª Região de Saúde - Mossoró,240009,Mossoró,2403,Mossoró,24003,Médio Oeste,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-37.474788875561 -5.99692954688182),RN,Rio Grande do Norte,Janduís,5478,2.314530850675429
2411007,2003,11346,398,10947,1911,428,2516,6093,241100,18171,1817,39370,Rodolfo Fernandes,0,2401008,24006,6ª Região de Saúde - Pau dos Ferros,240009,Mossoró,2403,Mossoró,24006,Pau dos Ferros,2401,Oeste Potiguar,NA,NA,84,24,RN,Rio Grande do Norte,Nordeste,0,POINT(-38.0810796352487 -5.85851776929584),RN,Rio Grande do Norte,Rodolfo Fernandes,4224,2.6860795454545454
